title,source,date,sentiment_label
"AbbVie to Acquire Aliada Therapeutics, Strengthening Focus in Alzheimer's Disease and Neuroscience Pipeline - PR Newswire",https://news.google.com/rss/articles/CBMi8wFBVV95cUxPaVNOckY3c0ZjU2VBaXVad3c0ZWdvZVpwZUtkWHRpb1p2M3Y1T3dYUE1xeHZQcDFjOUdvMUV1Qk11UnEwZWcxUld2RlpDU2hieTk0VU9hZ0c4bS1zRmw2OXB3OVBMS3FRZ0lFVzR1WGZCVkNnRk94bGdWczZYVlBONVVfaUwxdjR3OGU4TUZnaDVacFZ2M3o3M3BTVVRNVDRjRDJGVWpkS1MtcmVRa01tOGEwUHY0dWhXa0ppS0tyRkJNdngyVVNkZXdiQV9XODFPMUFrczhIc3Qyb2tEZGtib3VUN1AtYlhHYmFMWXpoOHdfN2c?oc=5,2024-10-28,1
SkinSpirit joins Allergan Aesthetics in Supporting Girls Inc. and Empowering the New Generation of Women in STEM - AbbVie,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPRFVydWF6RDN4T09WNHlaMFhGOGl6aDhQMmJfR1JXQjBWMU9Dbk5QMTdCbWMwMVBRdkFFUGtxU0QySFFzZVlXOTBHcnlzRWtLM3o4SjhMZXNyV3FQSHl0dEdFaEhObWR0OGpwODFkZ1VOV0xZMHN1MkhWbWM1RnYwN3U1QTgxOHhGNUs3b1k4NlVwMEg5WmhuU2dQUFNNNnpTT1MzTUxMei03WDc4R1QtaHVTY2hfX2ZoLWRhX1NFWU83SC16V1M3RVZKM19rcG8ycXItUHNDYUxPYUlmeGI4?oc=5,2024-10-29,1
"AbbVie raises 2024 profit forecast on strong sales of key drugs Skyrizi, Rinvoq - Reuters",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNYVlxdWh0by1SMURSdWcyY00yNHZUSmp3M0huMVBZUjY0cjd3RjBGbnlZWDhVdWhGakktbXhGM0lERV90djNJeWRTeHFERnUyV3Q2Q0xIZ2tQZHJ2VUVlLThrenVkTW8zQkFaNXlOU3g0ZWp5NU1pLWotYmRVNWZoNnZrbXM2VVowWkE1MklQRmFpYm9iNkk3TV9nenBNb0c5VERhSnFvMHEtZTNad1NSN0VYVURpVTRIanQyY1ZhelhKUjRsZHJVRUpnMXd1dkR6c3pleDd3c0h3aHR1?oc=5,2024-10-30,1
AbbVie Foundation - AbbVie,https://news.google.com/rss/articles/CBMibEFVX3lxTFA4T0FYUUVkcGFvUnotbmZ3bElDaWZDOUVTNU1SQUt4UUJQT2x3UGx1NnZlbzl6TDByWXdGbDYteGFwNTdmUloxUTA2Q1gzdjgydlpzaWtEcmZkanprVHRVOGc3aWhxMjZGRDE3OA?oc=5,2024-04-30,1
"SkinMedica® Empowers Clear Skin Confidence with a New, Modern Approach to Acne - AbbVie",https://news.google.com/rss/articles/CBMitAFBVV95cUxNbXB2dk9QVDh5MFlmSHY2LW1WVDJWMXpSWTdiSGE2eEpfSkR1MG9xTkpiaGpHQzJ2ckVZZXl3bEpXZ2pLY3l4V2YyM2ViU0xtMDNhN25lTWN1WTdLZlZKSVJBb1plckgyd2wwNlNQZjRGNE9LZjBrZEpJaGRLSHhYb1J2TnlBQm9qaXdsZ0Yyc2tKTVBlYlFtMjFxb282bGx2SDY1SS14THdINW52WDhwaUJSR1M?oc=5,2024-04-09,0
Allergan Aesthetics and Girls Inc. Celebrate Six Years and Challenge You to Take the Pledge to Support Mentorship in STEM - AbbVie,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNUmZmSWNNaG5RUEtoNXpiR3g5M0ZETVBhRGU3c2xBbVZ1bWtMRzRaazNUMFlJXzlVQ09PYU5QeXJpSHJGdlpoSHloZzhmcUl2b1lVMFg5RHlLM1lCbFlOMEV1OXdPdkhQaVFuWF9XOGcwS1Z4dVhiS0k0YU9BQ1Jlc3NndXBDeUdpWm1wYkc1ZTdBSjR5Q2dVcGhWM1lRQVE2VnNLRFdkaTJiaF9zNTNSbE8yaTRCdnV1NUNSU0R0Tno3eWxhSy1mT0RSaTZsQ1hQdkV3YlJsMGFjVnp5TVdlR0RycDEzOWNDWWpr?oc=5,2024-10-04,0
AbbVie Inc. (ABBV) Is a Trending Stock: Facts to Know Before Betting on It - Yahoo Finance,https://news.google.com/rss/articles/CBMiggFBVV95cUxORTd6b3VEWmpJR25pTVN3emg4aFRhSlk5WXFnaGxOdV9QS1lVcGdSaDJFLUlxVFZIQkRDb1Iwc0NLRGI0VkR0eDY3ektHQXFVbnF1ekxJOFZrSkI4R3A5MGhtTncybDlpcFppclc1dUJwWUx1SmdnNmtfekw5WEY2WnZ3?oc=5,2024-10-09,0
Is AbbVie Inc. (NYSE:ABBV) The Most Popular Stock Among Mutual Funds According To Goldman Sachs? - Yahoo Finance,https://news.google.com/rss/articles/CBMie0FVX3lxTE9lRjFFVjlJcmxsVjA5NUlERk1EZ05jQzF1Wkk1eGEyQzJ6TFUwQmswQ0ZVTEtXdlh3b2lwa2Q5RWJVWW5IU2V0NUFHdmh5YUtHM0psQWVlU0h2bjBEa05IUjNJR1Zja2dPWC0yeGVURXhNUVlDVW5PRHZ5RQ?oc=5,2024-10-10,0
BOTOX® Cosmetic (onabotulinumtoxinA) Receives FDA Approval for Moderate to Severe Vertical Bands Connecting the Jaw and Neck (Platysma Bands) - AbbVie,https://news.google.com/rss/articles/CBMigwJBVV95cUxQdEJwSG9KUmFSa2FYN09WNy00Sm14ZmE4WnljRDFPak5SR3VQVExRaHhTTGFTZHBlOHNKOXNzcTlYNlZNeWstb2JrZlJxSm1MYmdUSFMzeTlySUtGSkw1RlZ2aElMOHZZRFh2RmRxdE9saU5nNTVmRWRqYnQ1U2NMVkx4SnhhZWM5SktrbG1hU3dmemFXd1ZMNk1VWG8zNjQ3MHJBUUFWb2pKQkxWSi1iaHNvUV9iazJtczZCZWFIb0taRjREczlYbTRTUm13VzhDUkFySktERUZQWGlfSjB0T0hJdS1mamQwQlhSSmFZcm9kd2s4Ym5UMUc2ZDMyOGw4cUlr?oc=5,2024-10-18,0
How AbbVie is working to push boundaries in mental health research - AbbVie,https://news.google.com/rss/articles/CBMilAFBVV95cUxNV2N0WGtRSzJwSzJ0WUJaaTRuazZpU1dubWY2b1hZd3FRckRwUmpfMEdXWk9jc1AwYVZDVnhQTkN4WEZydDNadUo5YTIyTW9nbnkwNU5lS2tlUmpCQTBwUGFYU1ZkRVU4enA3am9wVVY1dHJ0WG9MMUNBOEU1bXY0dnFjS1RQYl9Bci1sYzFPTXpPYi1x?oc=5,2024-09-27,1
AbbVie Inc. (ABBV) Projects Mid-Single-Digit Sales Growth Over Next 3 Years - Yahoo Finance,https://news.google.com/rss/articles/CBMif0FVX3lxTFBOVkhqdUlkWXhYUkMtMjltUExrTWhDOWg0b2xrZm45amZTdndKd3VOSS1FQnZ2LTJDNlRGUzE0U043d0hYVG5vUGpyRC0zaGZiaEJFOWZXc0FPRGkxclhBSDU4UWktSnN1VUlFcGZyVGV4LTc3b0ZwSXV2b0pqMTA?oc=5,2024-09-30,1
Investors Heavily Search AbbVie Inc. (ABBV): Here is What You Need to Know - Yahoo Finance,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZS1DYWVzV01KVWJDRWw4a1pXV3FXcEQ1b0NpX0JmWGk0Qk9TYzZ0VFFBcFE0bzB1dDR1MmNQMWZORGRwUDB0dlEybmo3RzRGU0pPMDhhU0FXV09KcDFNWWdGdjNvU1NmQWJ6cXVWeGQ0bnVTZ1ZoUmFVcE11aDhJMUhrSnBOX2ZH?oc=5,2024-09-27,1
"AbbVie to Acquire Landos Biopharma, Further Strengthening its Portfolio in Inflammatory and Autoimmune Diseases - PR Newswire",https://news.google.com/rss/articles/CBMi-gFBVV95cUxNcmJvNmMzZDl4NWFBMVJMNXVrODNGSWxhTVFvYk9GTW1UeF9Ka1QySmhwd3p3dEVHM25KT0cyOXItZHozcElxUXI0cU9nZXNDdUdGRGx3VkljRjZtTFBxdWR0WTRiX3VkTmZlbkRZaHBLM2l3cnRTZUJEcUZXNTZkSDhidlJnalVOaXJ6SnFiajA4S3hSMVMxMGllNzFZLWlUVlBpMlFEMEdWaVpnRVV6MEI3MC1SSUdfdTJsRnlXYkY4NXVSZXQxc25WdHpmMFJHMVRia3BwNjhma2hIMlBiMEVyRUVBa3IyeGNpaDBsT0xuQ1E5cUtmWXZR?oc=5,2024-03-25,1
AbbVie Acquires Celsius Therapeutics - PR Newswire,https://news.google.com/rss/articles/CBMilwFBVV95cUxQNnh0b3VqdXVIal8zdzJvVy1pX1NZV2pXR1NlcEVuU1JMQUY3QVllTl9lSXd2OUZGRlJJZlZFUUlDeVIwSWhOQ1VndFhrLUMtSGc3aTFlTjJFNlJGdHNIWHoxcFhQdHpjV3BkYUE4b1JMSHEzZXAydktaRERUSDJfdGlYazVqVGlTb0dnY1J0aVVPRTk5Qi13?oc=5,2024-06-27,0
"With 73% institutional ownership, AbbVie Inc. (NYSE:ABBV) is a favorite amongst the big guns - Yahoo Finance",https://news.google.com/rss/articles/CBMiiwFBVV95cUxNWkNkUk5TUmdWOVh6UkpnTC11WkpHM1VVdzhGRWdhS1pqbjkyQmN6YWJXOXZLRkNMY0pEZXJFb2E3ampCX0FVRzVnM1oybHpxbG1zbG1oXzR2N0JUQUdQS3h0SzZtTGl2cUNWTUdURTdaRF82WmtwSGtEa3phVFA1azRWMnpVSWg0ekFv?oc=5,2024-10-23,1
AbbVie Declares Quarterly Dividend - PR Newswire,https://news.google.com/rss/articles/CBMilAFBVV95cUxPUVVmWEdYNXR0cDlGa3A0VEVxeEtaVWpfdFZ2WmRkRlZQYWZva2d2UFFxMEdsZ0dUbTg0U0tEY2I3VkhyX3hSYnNxMVRUaldnMHcteWt4RDJwYjBXYmZLdDlqMmZpM0M0ekpFeGtWMVJiM3YxS0VOR0NOS3psa21YbHNDNl9GNFZ5SDdzNElYWVdRMENW?oc=5,2024-09-06,1
Why Analysts Are Bullish on AbbVie Inc. (ABBV) - Yahoo Finance,https://news.google.com/rss/articles/CBMigwFBVV95cUxPZERXQ0prenZJT3BlbmxodFc2LXFUYUJ6eE9KV2JlUTZmaWd1cDE3Q3A0aW9Cd1Zfcjk0ODZFRFNzYWNtVWR5SFNOWDV3RGRCaDlzZjhHdXdlNzRTQWtEbGtjU29vUFNBTU5XWW9VZFRqUWo1UnNVM1Z2OC1XNDZXR09wYw?oc=5,2024-09-11,0
Allergan Aesthetics Launches BOTOX® Cosmetic (onabotulinumtoxinA) for Masseter Muscle Prominence (MMP) in Adults in China - AbbVie,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQYnVRVGQ0bUxZdzNQeGROZ1NYY25uSk45Mkw5OXV5a1h5cUYtcFR6cG92Y2p5Qkx2Q1lBR29nX2xsMW1WRnI0T2FRak9zUGRmX1hUWTBrR3pqcDFRaHhOaEp6N2JmeXJVVzFtYmtQb2ZtQmpCQURqemlTSHQ3bWR1SlNSaHo2LXVhb2FkTGZWQzNrOVgzd19GWXgzc001UGZVenhUWDFRMVlnVXVuWFFNcG0zbGdrSUZlSURLc3J2aGl3NHdWbTZCUFVDUzVMVXB5YkVXNFdoNXZNUmZrUG1GMVNYQklYOXUw?oc=5,2024-09-11,0
Airbnb Q2 2024 financial results - Airbnb Newsroom,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1FZ0laLW5jb0loZHlUY2dfMmFZYlFSQlZBYjJzcG1yMmQ4OEZtTXNJMjNzczBIc0g4MVBFWnNNbUlGLWM5WTBERXpZMVYxVFJ2bk1zcmdiWF81RFFSWWd2ZzNLQWlNYVl2?oc=5,2024-08-06,0
Local travel on the rise: See the top trending destinations locals love - Airbnb Newsroom,https://news.google.com/rss/articles/CBMimwFBVV95cUxQRTF6SDdLbW5nSGJjYlNvOVZWeUN5VXNDdWtGMC16RmNyc2stMXRtbGZFWjZmV0ZocnVrRVFiakVCZ3NUM28wQ3FvX1dLRXc1bFY4dVF2V2k2dGJQMldENWJHOHFBbHZ1SHR5alBZTVlEWFdCUHpsRUN6SVFMTzRaeUpGTTdVQ2NzSzh6UWxuOXhZSGNRTnFPcFBjTQ?oc=5,2024-08-15,0
Polly Pocket’s ‘90s-era compact is now life-sized - Airbnb Newsroom,https://news.google.com/rss/articles/CBMihAFBVV95cUxNWXFkN05OS2RrNEVjMlJHdF9PZTBiNDdYOVQ4c3NwWDl2WmlnamRGX2FnTFFTSkVVbGxya0JuSWxVN3k4cG91RXBkWXJXbGUwVU1QdXk5NTVDcGdZOUtjTm9DdnB6bGRQZ3ZnTmx5anZZbi1Jak5RdlZMR1k3WXBqQ2paT2M?oc=5,2024-08-08,0
Airbnb Announces Second Quarter 2024 Results - PR Newswire,https://news.google.com/rss/articles/CBMiogFBVV95cUxOQVo2SUdUT2Z1cFoxWGx0NDBTWkUzQlR3X1ZGOUVFM053MXZrbURVWGl0blFibTM5NHp0MlZpbVh1UjU3V2NxcjctZENHNzFwaXR5ZHJ4TVpBd1ZvWXlSQVJTYkdsQlNId1FhcXAtdjZLeWNEV3FwYXB4SnlzNkpFNmUxNlVEN3pheXdER0M1NFEzZjVCZ2NuYWkzUDY1NDB0RXc?oc=5,2024-08-06,0
"Our commitment to our hometown, San Francisco - Airbnb Newsroom",https://news.google.com/rss/articles/CBMieEFVX3lxTE1NMVdzRXlZb1ZWczBkWFZxNUIyOHl2dWp1NkhIblJ0V0pENDIyOFBlVlVsZmpJZi1SdFZzQjc5ZFpwX3NLSFVOYmEzX2xGa3BKRi1yN1BTR2puQ3J0NndFSDRHYWFHNS1NanhoQ0JKMUoybnh2YWtxeg?oc=5,2024-10-25,1
"Airbnb, Inc. the focus of frustration - The Plumas Sun",https://news.google.com/rss/articles/CBMieEFVX3lxTE5iWGh6d3FtZUpFZjh2d1BkTURvR1NIUHQyMlNBT1J1Y25ydGJEQkptblpmU3ZjQ2s2MzloZVFmYUZibk5MWU1Gd2o4QXhnSWtYSzFvTmhyTEpJTFM2M21zRGNtMHBrbGVBYlVURmxjNFFFTFZ4dzFZaw?oc=5,2024-10-29,1
"Airbnb, Inc. (ABNB) Expected to Beat Earnings Estimates: Should You Buy? - Yahoo Finance",https://news.google.com/rss/articles/CBMigAFBVV95cUxOUGRpNEJ3d3NlNjQtNVpWY2UyYkdhdzlUY2dxN0VnM0pVbTJFQ3RMc2JKcDNmTzE4enVOTXg2aGx1eXUxaWtsRnlYRE9fQmpNcjM2Z2pIdlQzMHpYSEVyTjJLSkdPMmtndENsbmhEVlNyeUlEdGQ0aFRsMm9hWllRTQ?oc=5,2024-10-31,1
"Should You Investigate Airbnb, Inc. (NASDAQ:ABNB) At US$135? - Yahoo Finance",https://news.google.com/rss/articles/CBMihwFBVV95cUxOWnlNN1JDWVZqMDdrN0ZGWXJmbkxfMjJPZ1B6SUo5S0VtN09EWXRNQlV5dmM0b2VJVDEzbFZtaDVsZ1NCYlBnR1JHcWtsX01yb1JVNVdHVDd6cTZRSjA5ekNjZk9jUE41djFVZkZQRFVSRWFXMHhSaDBhaWtobE02a2NGZ1VlNEU?oc=5,2024-10-28,1
"Airbnb, Inc. (ABNB) Dips More Than Broader Market: What You Should Know - Yahoo Finance",https://news.google.com/rss/articles/CBMie0FVX3lxTFA3SGJXM3VoWmJyVlNWNER1a0pIZExZQ1luQ1Z2empKb2RMOUJwWlhkRUl0bHNjc3VUbzdXREswRFYxRFFGSzJNbERLQ0Etb2sxZm9OTHZKLUdqV3Q2Z295My1BWDVoRmVSR0RVS2ZnZk9od0FXcUZzVDY2RQ?oc=5,2024-10-30,1
"House sit for Paddington and The Browns in their London home, now on Airbnb - Airbnb Newsroom",https://news.google.com/rss/articles/CBMioAFBVV95cUxPY1VHWUdSQ29NQUQtWU1MTVlOUlNmMThqVmo3MUpsNndJcFMtMFJWRTdaWVQtTlAycWVEdngwUXZUcWpxeU42WXJwYW40cWtKbEo5RjZBVXFsQU1wX0MwTUFfYm9rZjdYejhKQUxJeVhMYmhsNUFkWURRMEpwZUtGRWdCUXd0Y0NIeXBac0VtZkpJR2NseFJhNldCZVNpXzlO?oc=5,2024-10-30,1
House sit for Paddington and The Browns in their London home - Airbnb Newsroom,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBEX2o1SGtpc1Z4THdWUm1OTlVNbWREUmo2d25YRzF5a0VqMnA4ajhmOEdQQUh1cEYyT3lNTGRpb2tYcl9LTjB4azZYS0xRVUFvY3pR?oc=5,2024-10-28,1
"Airbnb, Inc. (ABNB) Outpaces Stock Market Gains: What You Should Know - Yahoo Finance",https://news.google.com/rss/articles/CBMiggFBVV95cUxNeTV6UHd3WVJmVHJYMVhPQjd6Q1lXM056NXNkXzNtcGV2OFJ5UWJhV2hPM0tORHNUQVh5SmlncUxZX2hmRE5rLTc2MkZOZ1pPQl9OdjlLQ0hheW1OakhBdzVzb3RoT3VUdDNkZWtSb2hoV2tWTFIySjNyRmVLWGhJeVF3?oc=5,2024-10-28,1
Visit the Deetz Residence from Beetlejuice Beetlejuice - Airbnb Newsroom,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9tTkQtSnhyYmdJb2otZFgwT1I5cnVidVNmR1VITnhteXN3Vk94b195b09pZ1ZFV3B3LVU5RmRuUXh1Nk1ZbW9nM0ZicW8yUmE0QXVrcy0tc3RYclU5?oc=5,2024-10-23,1
"Why the Market Dipped But Airbnb, Inc. (ABNB) Gained Today - Yahoo Finance",https://news.google.com/rss/articles/CBMif0FVX3lxTFBhbVBjYW1KdXZVR2F1aVhqSlNGRjEyd1VDcjJQbmh6WHFldmdzYjRDUmxwZXR4MVdNTXU5akRMY25obmgyMUhzeXBELWpXNGd6Z2R5akZqOXdpQTZXdkFaUzFrR0VjeEc5Y0ptR2x4UFYtOUJlWXRuRFh6d0dVLTg?oc=5,2024-09-18,1
Stay in Prince’s Purple Rain house - Airbnb Newsroom,https://news.google.com/rss/articles/CBMiVEFVX3lxTE55d1FCcmppQ2drbmZYWUpwOURUSXJHZjVOOU9BbEFwdDVXTHhVcHhVeE1JNGEwU0pESFp5aF9Vc3JuLXdNTjNKai01eWpabmU4b0FEVg?oc=5,2024-09-27,0
Airbnb.org supports recovery efforts for the Jasper wildfires - Airbnb Newsroom,https://news.google.com/rss/articles/CBMijwFBVV95cUxNeHM1ZzJOVGNObWtnSU1Lam14eC1LNEhxM0MybjRqOWNncmFncThicjFRZ1FpZ0JwVFBGVWdaQzBGblZwc1ZwOXZRdV9ReHp1d1VNZTNoNDQ1elpybVNwSTRIazZGSGNHZ0dOZVhESExTXzdHS245VXZmUk9nUmVlel9NX3dTZDNrcFVBRWVENA?oc=5,2024-09-24,0
"Airbnb, Inc. (ABNB) Gains As Market Dips: What You Should Know - Yahoo Finance",https://news.google.com/rss/articles/CBMif0FVX3lxTE8yQlNuN29HVUgwallRMUNUcDUyX1FhUWctcVBQMmlHdkkyanl3SVhSTnBLbUFlVjdvazlLSXZxcm1lTXpod3Z0dHY2UkdldThLZld0MWJScWRwNGNiVVpwWm8xSHM0eC1ScUxyMEg0OXkxc1RTVldXb3hwekRYdlU?oc=5,2024-09-20,1
"Airbnb, Inc. (ABNB) Stock Drops Despite Market Gains: Important Facts to Note - Yahoo Finance",https://news.google.com/rss/articles/CBMifkFVX3lxTE5VMThzUThSWTBTVktnYXJkT0F3bk04X1FJQkMxSFpZUFVET0FxZWIybkdqLWhCdWFqUC1ibng3eXBrQzgzM0RmZGtsU3ItNGJhZFVxSXExU2xHV25pQ2hQYVdZSG1wS3NoYlZvN3BEWlhEbXNlTkpBakNITGVPdw?oc=5,2024-09-26,0
"Jim Cramer On Airbnb, Inc. (NASDAQ:ABNB): ‘Buy A Little More’ - Yahoo Finance",https://news.google.com/rss/articles/CBMif0FVX3lxTE44b3YzTUNUUUxPejE0eVp4Mmliajk1TUJ4OUszTVVxWS13VENuWXBaYmFfbmZkM0dsOTNOM3JlbkhUNGtabFFkejFOejZiR0dvTWotV1FjRVVHS2xYRmlTaVhpT2x0akdMWTFCd2wwaVE2TnRQdm5NYldFVlZyN0U?oc=5,2024-10-02,1
Supporting the Refugee Paralympic Team for the Paris 2024 Paralympic Games - Airbnb Newsroom,https://news.google.com/rss/articles/CBMimwFBVV95cUxPLXRfNDBvdm5UdlJDa2swVDBfcjJIOGhmRXZ4aklyRWw3WVhpODNGR0JqZ280LWliR3lRYUE3TWtxdzNqbVhvTnlfQXZMaUxfZE40SEsxTDhQNFc3YjNFZVpsd3hocV9QMVpaN1JkYy05dFY2bzNOSmFFZkJTR0ZpOXVsV2pUTzAxR1JlaE54TWpONi1CMXR5ZEpmNA?oc=5,2024-08-23,1
